Employee Number,Job Role,Department,Business Travel,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Total Working Years,Job Level,Performance Rating,Job Satisfaction,Environment Satisfaction,Work Life Balance,Relationship Satisfaction,Job Involvement,Training Times Last Year,Over Time
2016,Sales Executive,Sales,Travel_Rarely,14,10,5,7,14,3,3,4,3,3,3,3,3,No
1898,Sales Executive,Sales,Travel_Rarely,8,7,0,7,9,2,3,3,1,2,2,4,5,No
1583,Sales Executive,Sales,Travel_Rarely,3,2,1,2,8,2,3,2,2,4,2,3,5,No
1585,Sales Executive,Sales,Travel_Rarely,1,0,0,0,15,2,3,3,2,3,1,3,5,No
1657,Sales Representative,Sales,Travel_Rarely,2,2,2,2,2,1,3,3,3,3,1,3,3,No
1710,Sales Representative,Sales,Travel_Rarely,13,7,6,7,17,2,3,4,3,2,3,3,2,No
1779,Sales Executive,Sales,Travel_Rarely,2,2,2,2,6,2,3,4,4,3,1,1,3,No
2060,Sales Representative,Sales,Travel_Rarely,4,2,0,0,5,1,3,3,4,3,4,2,2,No
2046,Sales Executive,Sales,Travel_Rarely,5,3,0,1,8,2,3,3,4,3,3,3,3,No
1757,Sales Executive,Sales,Travel_Rarely,5,1,0,4,8,2,3,4,4,4,3,3,1,No
1858,Human Resources,HR,Non-Travel,3,2,2,2,3,1,3,4,3,3,2,3,2,No
1805,Human Resources,HR,Non-Travel,11,10,3,8,13,1,3,2,1,3,4,3,3,No
1722,Human Resources,HR,Non-Travel,3,2,1,2,10,2,3,2,3,3,2,1,4,No
1804,Manufacturing Director,R&D,Non-Travel,7,7,1,7,15,2,3,4,2,3,3,3,6,No
1468,Research Director,R&D,Non-Travel,9,8,4,8,16,3,3,2,4,3,3,2,5,No
1482,Research Scientist,R&D,Non-Travel,1,0,0,0,1,1,3,3,3,2,2,3,2,No
1449,Laboratory Technician,R&D,Non-Travel,8,7,0,7,11,2,3,3,3,4,3,3,2,No
1771,Research Scientist,R&D,Non-Travel,9,8,1,7,11,2,3,2,4,2,4,3,2,No
1994,Laboratory Technician,R&D,Non-Travel,1,1,0,0,1,1,3,3,2,2,3,2,2,No
1934,Research Scientist,R&D,Non-Travel,8,7,1,7,16,2,3,2,3,4,3,3,4,No
1574,Research Scientist,R&D,Non-Travel,6,5,1,2,9,2,3,1,4,2,2,3,3,No
1813,Research Scientist,R&D,Non-Travel,3,2,1,2,7,1,3,3,1,2,3,3,2,No
2057,Manufacturing Director,R&D,Non-Travel,9,4,1,7,10,2,3,1,2,3,2,3,2,No
1764,Research Scientist,R&D,Non-Travel,7,7,0,7,12,1,3,2,2,3,2,3,3,No
1471,Laboratory Technician,R&D,Non-Travel,5,2,0,3,7,1,3,3,3,3,4,2,5,No
1947,Research Scientist,R&D,Non-Travel,5,3,1,4,5,1,3,3,3,2,3,3,3,No
1440,Laboratory Technician,R&D,Non-Travel,6,5,1,3,7,1,3,3,3,1,1,4,2,No
1976,Research Scientist,R&D,Non-Travel,20,9,3,7,20,2,3,3,4,3,4,2,2,No
2022,Manager,R&D,Non-Travel,6,0,1,3,21,5,3,4,4,2,3,3,3,No
2019,Sales Representative,Sales,Non-Travel,9,8,0,0,16,1,3,4,1,2,2,3,3,No
1612,Sales Executive,Sales,Non-Travel,10,7,4,5,10,2,3,1,1,3,1,2,2,No
1731,Sales Executive,Sales,Non-Travel,1,0,0,0,4,2,3,2,3,1,4,3,3,No
1801,Sales Executive,Sales,Non-Travel,2,2,2,2,6,2,3,2,2,3,3,2,3,No
1563,Human Resources,HR,Travel_Frequently,6,3,1,2,10,2,3,3,3,3,3,3,2,No
1746,Human Resources,HR,Travel_Frequently,2,2,2,1,3,1,3,4,1,3,4,3,2,No
1590,Healthcare Representative,R&D,Travel_Frequently,6,4,1,3,6,2,3,4,1,4,4,3,0,No
1615,Manufacturing Director,R&D,Travel_Frequently,9,7,7,2,9,2,3,4,3,3,1,4,3,No
1485,Research Director,R&D,Travel_Frequently,14,8,6,9,16,4,3,1,2,2,4,3,3,No
1431,Research Scientist,R&D,Travel_Frequently,4,3,1,3,10,1,3,1,4,3,3,3,2,No
1653,Manufacturing Director,R&D,Travel_Frequently,7,7,0,7,7,2,3,3,4,3,3,4,6,No
1941,Research Director,R&D,Travel_Frequently,5,4,4,3,28,5,3,4,2,3,4,3,3,No
1852,Laboratory Technician,R&D,Travel_Frequently,11,8,3,10,11,1,3,4,4,4,2,3,3,No
1997,Manufacturing Director,R&D,Travel_Frequently,8,3,7,7,10,2,3,3,1,3,4,2,1,No
1720,Research Scientist,R&D,Travel_Frequently,5,2,1,3,10,1,3,3,1,2,1,3,3,No
1918,Laboratory Technician,R&D,Travel_Frequently,7,7,7,7,8,1,3,4,3,3,1,4,3,No
2061,Laboratory Technician,R&D,Travel_Frequently,5,2,0,3,17,2,3,4,3,3,3,4,3,No
1597,Healthcare Representative,R&D,Travel_Frequently,8,2,7,7,8,2,3,3,4,2,2,2,3,No
1668,Research Scientist,R&D,Travel_Frequently,13,11,2,9,19,2,3,4,4,4,4,3,4,No
1922,Healthcare Representative,R&D,Travel_Frequently,4,2,0,3,12,2,3,3,2,3,3,3,3,No
1412,Manufacturing Director,R&D,Travel_Frequently,2,2,2,2,10,3,3,4,3,3,3,3,2,No
1648,Research Scientist,R&D,Travel_Frequently,4,2,1,2,6,1,3,4,4,2,3,3,0,No
1812,Sales Executive,Sales,Travel_Frequently,2,1,2,2,7,2,3,4,3,3,4,3,6,No
1700,Sales Executive,Sales,Travel_Frequently,6,3,1,3,6,2,3,4,3,2,3,1,2,No
2065,Sales Executive,Sales,Travel_Frequently,9,6,0,8,17,2,3,2,4,2,4,2,3,No
1477,Sales Executive,Sales,Travel_Frequently,4,3,0,3,5,2,3,1,4,3,1,3,2,No
1507,Sales Executive,Sales,Travel_Frequently,4,2,1,3,5,2,3,1,3,3,4,3,5,No
1613,Sales Executive,Sales,Travel_Frequently,5,2,0,3,10,2,3,1,4,3,4,3,3,No
1853,Sales Executive,Sales,Travel_Frequently,0,0,0,0,4,2,3,4,4,4,3,3,2,No
1794,Human Resources,HR,Travel_Rarely,10,0,4,7,19,2,3,2,3,2,3,3,4,No
1865,Human Resources,HR,Travel_Rarely,1,0,0,0,1,1,3,2,4,3,4,2,3,No
1419,Human Resources,HR,Travel_Rarely,10,9,0,9,10,3,3,1,2,2,1,2,3,No
1778,Human Resources,HR,Travel_Rarely,9,7,1,8,10,1,3,4,2,3,2,3,5,No
1694,Research Scientist,R&D,Travel_Rarely,4,2,1,2,8,1,3,2,1,3,4,2,1,No
1506,Research Scientist,R&D,Travel_Rarely,1,0,0,0,1,1,3,3,1,1,4,2,2,No
1892,Manager,R&D,Travel_Rarely,19,7,11,16,22,4,3,1,1,3,1,3,3,No
1881,Laboratory Technician,R&D,Travel_Rarely,10,8,0,2,10,2,3,3,2,3,1,3,2,No
1627,Laboratory Technician,R&D,Travel_Rarely,10,8,0,7,11,2,3,3,3,3,4,2,3,No
1474,Research Scientist,R&D,Travel_Rarely,3,1,1,2,8,1,3,3,3,4,3,3,3,No
1857,Manufacturing Director,R&D,Travel_Rarely,9,8,4,7,12,3,3,4,4,2,3,3,4,No
1599,Laboratory Technician,R&D,Travel_Rarely,6,4,0,2,8,1,3,2,4,3,3,4,0,No
1940,Research Scientist,R&D,Travel_Rarely,5,2,0,3,10,1,3,4,2,4,4,3,0,No
1424,Research Director,R&D,Travel_Rarely,7,7,0,0,31,4,3,4,2,4,4,4,4,No
1484,Healthcare Representative,R&D,Travel_Rarely,8,7,0,7,29,3,3,2,3,3,2,3,3,No
1859,Healthcare Representative,R&D,Travel_Rarely,7,0,1,6,11,2,3,3,4,3,4,1,3,No
1619,Laboratory Technician,R&D,Travel_Rarely,7,7,0,7,7,1,3,1,4,3,1,2,3,No
1671,Research Scientist,R&D,Travel_Rarely,9,5,1,6,10,2,3,2,4,2,3,3,4,No
1553,Healthcare Representative,R&D,Travel_Rarely,10,8,7,7,10,3,3,2,1,3,1,3,4,No
1725,Laboratory Technician,R&D,Travel_Rarely,6,2,1,2,6,1,3,1,2,4,2,3,2,No
1551,Laboratory Technician,R&D,Travel_Rarely,1,1,0,0,2,1,3,1,3,3,2,2,3,No
1871,Research Scientist,R&D,Travel_Rarely,2,2,2,2,7,2,3,4,4,3,2,3,2,No
2031,Manager,R&D,Travel_Rarely,22,6,4,14,24,5,3,3,1,2,1,3,2,No
1543,Research Scientist,R&D,Travel_Rarely,10,8,3,7,10,2,3,4,1,3,1,3,2,No
1434,Laboratory Technician,R&D,Travel_Rarely,5,0,1,4,6,1,3,1,2,4,2,3,3,No
1621,Research Scientist,R&D,Travel_Rarely,16,15,1,10,16,2,3,1,2,3,4,4,2,No
2068,Laboratory Technician,R&D,Travel_Rarely,4,3,1,2,6,2,3,3,2,4,1,4,3,No
1689,Healthcare Representative,R&D,Travel_Rarely,4,3,1,2,11,3,3,4,2,3,3,4,2,No
1867,Research Director,R&D,Travel_Rarely,22,10,12,9,29,5,3,2,4,3,4,2,3,No
1989,Laboratory Technician,R&D,Travel_Rarely,12,8,1,7,12,1,3,2,4,2,3,3,6,No
1954,Healthcare Representative,R&D,Travel_Rarely,5,3,0,2,6,2,3,1,1,2,1,3,5,No
1473,Healthcare Representative,R&D,Travel_Rarely,3,2,1,2,20,2,3,3,1,2,2,3,0,No
1971,Healthcare Representative,R&D,Travel_Rarely,10,9,0,9,10,3,3,3,1,3,2,3,1,No
1415,Laboratory Technician,R&D,Travel_Rarely,3,2,0,2,7,1,3,4,1,2,2,3,2,No
1438,Research Scientist,R&D,Travel_Rarely,6,5,1,2,17,1,3,4,1,2,3,3,2,No
1826,Laboratory Technician,R&D,Travel_Rarely,5,4,0,3,6,1,3,3,2,4,2,1,2,No
1609,Research Scientist,R&D,Travel_Rarely,6,4,1,1,6,1,3,2,2,2,2,2,3,No
1696,Laboratory Technician,R&D,Travel_Rarely,15,10,4,13,15,2,3,4,2,4,3,2,3,No
1931,Research Scientist,R&D,Travel_Rarely,5,3,1,2,6,1,3,2,2,2,3,3,3,No
1721,Laboratory Technician,R&D,Travel_Rarely,5,2,0,3,6,1,3,3,2,4,4,3,2,No
1729,Research Scientist,R&D,Travel_Rarely,10,0,0,8,10,1,3,4,2,2,2,3,2,No
1580,Research Scientist,R&D,Travel_Rarely,2,2,2,1,9,2,3,4,2,2,2,3,3,No
1903,Healthcare Representative,R&D,Travel_Rarely,2,0,2,2,10,2,3,1,2,3,4,4,5,No
1542,Laboratory Technician,R&D,Travel_Rarely,1,0,0,0,4,1,3,2,3,3,2,2,3,No
1601,Laboratory Technician,R&D,Travel_Rarely,1,0,0,1,1,1,3,4,3,2,4,2,5,No
1911,Research Director,R&D,Travel_Rarely,13,7,5,7,18,3,3,1,3,4,2,3,3,No
1799,Research Scientist,R&D,Travel_Rarely,5,3,0,3,5,1,3,4,3,4,3,3,6,No
1763,Healthcare Representative,R&D,Travel_Rarely,7,0,1,7,10,2,3,3,3,3,3,4,3,No
1707,Research Scientist,R&D,Travel_Rarely,5,3,0,4,5,1,3,3,3,3,4,4,1,No
2062,Healthcare Representative,R&D,Travel_Rarely,7,7,1,7,9,3,3,1,4,3,1,2,5,No
1523,Research Director,R&D,Travel_Rarely,20,6,14,17,24,4,3,1,4,4,3,3,1,No
1728,Manufacturing Director,R&D,Travel_Rarely,7,7,0,7,17,2,3,3,4,3,2,3,3,No
1798,Research Scientist,R&D,Travel_Rarely,10,8,7,6,14,1,3,1,4,3,2,4,1,No
1592,Research Scientist,R&D,Travel_Rarely,2,2,2,2,4,1,3,3,4,3,4,4,2,No
1682,Healthcare Representative,R&D,Travel_Rarely,3,2,0,2,10,2,3,3,1,2,2,3,2,No
2012,Laboratory Technician,R&D,Travel_Rarely,1,0,0,0,8,1,3,4,1,2,3,3,3,No
1803,Healthcare Representative,R&D,Travel_Rarely,0,0,0,0,10,2,3,1,2,2,3,4,2,No
1596,Laboratory Technician,R&D,Travel_Rarely,10,9,6,8,10,2,3,3,2,2,4,4,3,No
1514,Manufacturing Director,R&D,Travel_Rarely,8,6,1,7,8,2,3,2,3,2,2,1,2,No
1558,Research Scientist,R&D,Travel_Rarely,1,0,0,0,5,1,3,3,3,2,1,4,2,No
1618,Manufacturing Director,R&D,Travel_Rarely,7,7,7,7,10,2,3,1,2,3,4,3,3,No
1698,Laboratory Technician,R&D,Travel_Rarely,14,11,2,13,14,1,3,2,2,3,4,4,6,No
1770,Research Director,R&D,Travel_Rarely,1,0,0,0,34,5,3,1,3,3,2,2,2,No
1631,Manufacturing Director,R&D,Travel_Rarely,4,3,0,2,9,2,3,3,3,2,1,3,2,No
1718,Laboratory Technician,R&D,Travel_Rarely,3,2,0,2,3,1,3,3,4,4,3,1,3,No
1435,Laboratory Technician,R&D,Travel_Rarely,10,4,1,8,10,2,3,4,1,2,3,2,2,No
1659,Laboratory Technician,R&D,Travel_Rarely,4,3,1,3,15,1,3,2,1,3,3,3,4,No
1533,Laboratory Technician,R&D,Travel_Rarely,4,3,1,2,5,2,3,3,1,3,2,3,2,No
1577,Research Scientist,R&D,Travel_Rarely,1,0,0,0,1,1,3,4,1,1,3,3,4,No
2014,Research Scientist,R&D,Travel_Rarely,7,7,1,7,18,2,3,4,1,3,1,3,2,No
1981,Healthcare Representative,R&D,Travel_Rarely,4,3,1,2,4,2,3,3,2,2,2,2,2,No
2008,Research Scientist,R&D,Travel_Rarely,10,7,0,8,10,2,3,3,2,3,2,3,5,No
1814,Healthcare Representative,R&D,Travel_Rarely,3,2,1,2,11,2,3,2,2,1,1,4,3,No
2048,Research Scientist,R&D,Travel_Rarely,2,2,2,2,8,1,3,3,3,3,4,2,2,No
1952,Laboratory Technician,R&D,Travel_Rarely,7,7,7,6,8,1,3,1,3,2,4,3,6,No
1727,Healthcare Representative,R&D,Travel_Rarely,10,7,0,9,19,2,3,2,3,3,4,3,3,No
1677,Manager,R&D,Travel_Rarely,8,7,0,0,23,4,3,3,3,3,1,3,2,No
1623,Research Scientist,R&D,Travel_Rarely,2,2,2,2,3,1,3,4,3,3,3,3,2,No
1417,Laboratory Technician,R&D,Travel_Rarely,7,7,0,7,8,1,3,1,3,3,4,4,2,No
1564,Laboratory Technician,R&D,Travel_Rarely,3,0,1,2,3,1,3,1,4,3,2,2,3,No
1545,Manufacturing Director,R&D,Travel_Rarely,5,3,0,2,5,2,3,2,4,3,4,2,2,No
1883,Laboratory Technician,R&D,Travel_Rarely,3,2,1,2,11,1,3,1,4,3,2,3,2,No
2038,Research Scientist,R&D,Travel_Rarely,4,2,1,2,4,1,3,1,4,3,4,3,4,No
1475,Research Scientist,R&D,Travel_Rarely,5,2,1,3,6,1,3,2,4,2,3,3,3,No
1860,Laboratory Technician,R&D,Travel_Rarely,0,0,0,0,8,1,3,3,4,3,4,3,3,No
2007,Research Scientist,R&D,Travel_Rarely,3,2,1,2,4,1,3,3,4,4,4,3,2,No
1982,Laboratory Technician,R&D,Travel_Rarely,5,2,1,4,5,1,3,4,4,4,3,3,6,No
1472,Research Director,R&D,Travel_Rarely,9,8,8,8,35,4,3,2,4,2,2,4,2,No
1453,Sales Executive,Sales,Travel_Rarely,13,7,9,9,13,3,3,4,1,3,1,3,5,No
1754,Sales Executive,Sales,Travel_Rarely,7,7,1,7,12,3,3,1,3,3,1,2,2,No
2037,Sales Executive,Sales,Travel_Rarely,5,4,0,4,14,2,3,2,3,3,3,2,5,No
1951,Sales Executive,Sales,Travel_Rarely,8,7,1,1,9,3,3,3,4,2,3,3,2,No
1497,Sales Executive,Sales,Travel_Rarely,10,7,0,4,10,2,3,3,3,3,3,2,3,No
1670,Sales Executive,Sales,Travel_Rarely,6,2,0,4,6,2,3,4,4,3,3,3,5,No
1466,Sales Executive,Sales,Travel_Rarely,2,2,2,2,15,2,3,1,3,3,1,3,3,No
1548,Sales Executive,Sales,Travel_Rarely,8,4,7,1,9,2,3,1,1,4,4,3,5,No
1560,Sales Executive,Sales,Travel_Rarely,2,2,2,2,8,2,3,1,1,1,4,3,6,No
1996,Sales Representative,Sales,Travel_Rarely,2,2,1,2,3,1,3,3,1,3,3,3,1,No
1749,Sales Executive,Sales,Travel_Rarely,5,2,0,2,6,2,3,3,1,3,3,3,3,No
2013,Sales Representative,Sales,Travel_Rarely,2,2,2,2,3,1,3,2,2,3,2,2,2,No
1945,Sales Executive,Sales,Travel_Rarely,5,3,0,4,6,2,3,1,2,1,4,3,2,No
1568,Sales Executive,Sales,Travel_Rarely,4,2,1,3,9,3,3,2,3,3,2,3,3,No
1582,Sales Executive,Sales,Travel_Rarely,9,8,7,7,10,2,3,2,3,3,4,3,3,No
1739,Sales Executive,Sales,Travel_Rarely,4,3,0,2,10,3,3,3,4,1,3,1,2,No
1492,Sales Representative,Sales,Travel_Rarely,1,0,0,0,1,1,3,3,4,3,1,3,3,No
1446,Sales Executive,Sales,Travel_Rarely,4,3,0,3,7,2,3,4,4,2,3,3,3,No
1588,Sales Executive,Sales,Travel_Rarely,7,6,7,6,11,3,3,3,4,3,1,4,3,No
1787,Sales Executive,Sales,Travel_Rarely,5,2,0,3,5,2,3,2,2,3,1,2,2,No
1908,Sales Executive,Sales,Travel_Rarely,4,2,1,3,12,2,3,2,3,1,3,2,1,No
1995,Sales Executive,Sales,Travel_Rarely,15,13,5,8,16,2,3,2,4,3,1,3,3,No
1479,Sales Executive,Sales,Travel_Rarely,2,1,2,2,4,2,3,3,4,2,3,3,2,No
1961,Sales Representative,Sales,Travel_Rarely,1,0,0,0,20,1,3,1,1,2,1,2,3,No
1975,Sales Executive,Sales,Travel_Rarely,20,8,11,10,21,4,3,1,2,3,1,3,3,No
1740,Manager,Sales,Travel_Rarely,21,8,12,8,21,5,3,2,2,2,2,3,3,No
1924,Sales Executive,Sales,Travel_Rarely,10,4,0,9,10,2,3,3,2,2,2,3,2,No
1650,Sales Executive,Sales,Travel_Rarely,5,2,1,4,8,2,3,3,3,3,3,2,2,No
1836,Sales Executive,Sales,Travel_Rarely,5,3,1,2,5,2,3,4,3,3,1,3,4,No
1478,Sales Executive,Sales,Travel_Rarely,13,9,3,12,15,2,3,1,4,3,4,1,2,No
1680,Sales Representative,Sales,Travel_Rarely,2,2,0,2,2,1,3,1,4,3,1,3,3,No
1469,Sales Executive,Sales,Travel_Rarely,5,4,1,3,6,2,3,1,4,3,4,3,4,No
1708,Sales Executive,Sales,Travel_Rarely,10,8,8,7,10,3,3,3,4,3,2,3,3,No
1965,Sales Executive,Sales,Travel_Rarely,7,7,0,7,7,2,3,4,4,3,1,3,5,No
1602,Manager,Sales,Travel_Rarely,26,0,0,12,27,4,3,1,4,1,2,4,5,No
1605,Research Scientist,R&D,Non-Travel,4,2,1,3,4,1,3,3,2,2,2,2,2,Yes
1937,Research Scientist,R&D,Travel_Frequently,20,11,0,7,20,2,3,2,4,3,3,2,3,Yes
1646,Research Scientist,R&D,Travel_Frequently,6,3,1,3,6,1,3,4,1,3,3,3,2,Yes
1850,Laboratory Technician,R&D,Travel_Frequently,5,4,0,2,6,1,3,4,4,2,3,3,3,Yes
1683,Human Resources,HR,Travel_Rarely,2,2,2,2,8,1,3,4,3,3,1,3,2,Yes
2040,Human Resources,HR,Travel_Rarely,9,0,1,7,9,3,3,4,3,3,3,3,2,Yes
1608,Research Director,R&D,Travel_Rarely,22,7,1,10,23,5,3,4,2,2,4,3,4,Yes
1827,Manufacturing Director,R&D,Travel_Rarely,22,11,14,10,28,3,3,2,3,3,3,2,4,Yes
1674,Laboratory Technician,R&D,Travel_Rarely,2,2,2,2,17,1,3,1,4,2,2,3,2,Yes
1974,Laboratory Technician,R&D,Travel_Rarely,1,0,0,0,1,1,3,4,4,3,3,1,4,Yes
1886,Manufacturing Director,R&D,Travel_Rarely,3,2,0,2,4,2,3,2,4,3,4,2,2,Yes
1893,Research Scientist,R&D,Travel_Rarely,1,0,1,0,1,1,3,3,2,2,3,2,3,Yes
1724,Manufacturing Director,R&D,Travel_Rarely,1,0,0,0,18,2,3,1,2,3,2,3,3,Yes
2009,Healthcare Representative,R&D,Travel_Rarely,9,7,8,1,10,2,3,4,2,3,1,3,6,Yes
1661,Healthcare Representative,R&D,Travel_Rarely,15,11,2,12,30,4,3,3,3,3,2,2,3,Yes
1703,Healthcare Representative,R&D,Travel_Rarely,8,7,6,7,9,3,3,4,3,3,2,4,2,Yes
1638,Manufacturing Director,R&D,Travel_Rarely,5,4,0,2,10,3,3,3,4,4,4,2,6,Yes
1614,Manufacturing Director,R&D,Travel_Rarely,3,2,1,1,7,2,3,3,3,3,2,3,2,Yes
1587,Healthcare Representative,R&D,Travel_Rarely,5,2,0,4,10,2,3,3,1,3,3,3,4,Yes
1611,Laboratory Technician,R&D,Travel_Rarely,10,7,1,4,10,2,3,1,3,3,1,1,3,Yes
1980,Manufacturing Director,R&D,Travel_Rarely,5,2,1,4,9,2,3,1,3,3,4,3,3,Yes
1641,Manufacturing Director,R&D,Travel_Rarely,4,2,3,3,18,3,3,4,3,2,4,3,2,Yes
1815,Sales Executive,Sales,Travel_Rarely,22,14,13,5,23,3,3,3,3,4,4,3,3,Yes
1912,Sales Executive,Sales,Travel_Rarely,5,2,1,4,8,2,3,4,3,3,4,3,2,Yes
1962,Sales Executive,Sales,Travel_Rarely,10,8,0,9,10,2,3,4,3,3,4,3,2,Yes
1915,Sales Executive,Sales,Travel_Rarely,4,2,0,1,9,2,3,4,4,2,3,2,3,Yes
1880,Sales Executive,Sales,Travel_Rarely,10,9,1,7,10,2,3,3,2,3,1,2,4,Yes
1503,Sales Executive,Sales,Travel_Rarely,5,4,1,2,11,2,3,3,3,2,3,3,4,Yes
1938,Manager,Sales,Travel_Rarely,1,0,0,0,29,4,3,4,4,2,3,3,2,Yes
1445,Sales Executive,Sales,Travel_Rarely,5,4,0,3,5,2,3,3,4,3,3,3,3,Yes
1425,Sales Executive,Sales,Travel_Rarely,5,4,0,1,15,2,3,2,1,3,4,3,3,Yes
1552,Healthcare Representative,R&D,Non-Travel,2,2,2,2,8,2,3,4,4,3,3,3,2,Yes
1948,Research Scientist,R&D,Non-Travel,4,2,2,3,4,1,3,1,3,4,4,3,3,Yes
1737,Laboratory Technician,R&D,Non-Travel,9,8,5,8,9,2,3,4,4,3,4,3,2,Yes
1774,Sales Executive,Sales,Non-Travel,15,14,0,7,15,2,3,3,4,3,3,3,3,Yes
1642,Human Resources,HR,Travel_Frequently,10,7,0,2,14,2,3,4,1,3,3,3,3,Yes
1972,Human Resources,HR,Travel_Frequently,6,2,1,2,7,1,3,2,4,3,2,3,2,Yes
1837,Research Director,R&D,Travel_Frequently,2,2,2,2,23,4,3,3,1,3,2,3,3,Yes
1932,Research Scientist,R&D,Travel_Frequently,15,10,6,11,16,2,3,4,3,3,2,2,3,Yes
1594,Laboratory Technician,R&D,Travel_Frequently,3,2,0,2,9,2,3,1,1,3,4,4,3,Yes
1606,Healthcare Representative,R&D,Travel_Frequently,30,8,12,13,32,4,3,3,2,3,3,3,3,Yes
1547,Healthcare Representative,R&D,Travel_Frequently,20,8,13,9,24,3,3,4,4,1,3,3,3,Yes
2049,Healthcare Representative,R&D,Travel_Frequently,10,2,0,2,10,2,3,3,3,4,4,3,2,Yes
1704,Research Scientist,R&D,Travel_Frequently,5,4,1,4,6,1,3,4,1,4,3,2,2,Yes
1496,Manufacturing Director,R&D,Travel_Frequently,2,2,2,2,16,3,3,3,2,2,2,3,2,Yes
1539,Research Director,R&D,Travel_Frequently,32,6,13,9,32,4,3,4,3,3,4,1,2,Yes
1753,Healthcare Representative,R&D,Travel_Frequently,3,2,0,2,10,2,3,3,4,4,4,4,5,Yes
1927,Sales Executive,Sales,Travel_Frequently,7,7,0,7,7,2,3,4,3,3,3,2,2,Yes
1973,Manager,HR,Travel_Rarely,10,9,1,4,35,5,3,2,3,3,1,4,0,Yes
1460,Healthcare Representative,R&D,Travel_Rarely,7,7,0,7,24,3,3,1,2,3,2,1,2,Yes
1789,Research Director,R&D,Travel_Rarely,2,1,2,2,24,5,3,4,3,3,3,3,3,Yes
1998,Research Scientist,R&D,Travel_Rarely,4,3,1,2,9,2,3,1,4,2,3,3,3,Yes
1992,Laboratory Technician,R&D,Travel_Rarely,2,2,0,2,7,1,3,3,4,2,3,3,2,Yes
1448,Research Scientist,R&D,Travel_Rarely,4,2,0,3,7,1,3,3,2,2,1,4,5,Yes
1501,Healthcare Representative,R&D,Travel_Rarely,3,2,1,2,4,2,3,3,4,3,2,3,2,Yes
1766,Healthcare Representative,R&D,Travel_Rarely,1,0,1,0,15,2,3,4,2,3,3,1,2,Yes
1549,Laboratory Technician,R&D,Travel_Rarely,15,14,5,7,15,2,3,3,2,3,2,3,3,Yes
2053,Laboratory Technician,R&D,Travel_Rarely,4,3,0,3,10,2,3,2,4,3,1,2,2,Yes
1790,Healthcare Representative,R&D,Travel_Rarely,12,8,5,7,15,3,3,1,4,3,4,3,1,Yes
2003,Laboratory Technician,R&D,Travel_Rarely,2,2,2,2,5,1,3,3,4,3,3,3,3,Yes
1465,Manufacturing Director,R&D,Travel_Rarely,3,1,1,2,10,3,3,4,2,4,4,3,4,Yes
1755,Research Scientist,R&D,Travel_Rarely,5,0,1,2,6,1,3,4,4,3,1,4,3,Yes
1586,Laboratory Technician,R&D,Travel_Rarely,10,9,1,5,10,1,3,1,2,3,4,3,3,Yes
2020,Research Scientist,R&D,Travel_Rarely,4,3,1,2,6,1,3,4,2,3,3,3,2,Yes
1515,Healthcare Representative,R&D,Travel_Rarely,0,0,0,0,14,2,3,3,4,3,1,3,6,Yes
1669,Sales Executive,Sales,Travel_Rarely,10,0,0,9,10,2,3,2,1,2,2,2,3,Yes
1732,Sales Executive,Sales,Travel_Rarely,10,6,0,3,13,3,3,4,3,2,2,3,5,Yes
1943,Sales Executive,Sales,Travel_Rarely,0,0,0,0,14,2,3,4,2,3,3,3,4,Yes
1535,Sales Executive,Sales,Travel_Rarely,10,9,8,6,10,3,3,3,4,3,4,2,3,Yes
1591,Manager,Sales,Travel_Rarely,1,0,0,0,27,5,3,3,3,3,3,3,2,Yes
1706,Sales Executive,Sales,Travel_Rarely,10,9,8,8,10,2,3,4,4,3,1,3,3,Yes
1882,Sales Executive,Sales,Travel_Rarely,5,3,1,0,9,3,3,4,3,3,4,3,3,Yes
2021,Sales Representative,Sales,Travel_Rarely,2,2,1,2,2,1,3,1,3,3,4,3,6,Yes
1678,Sales Executive,Sales,Travel_Rarely,2,0,0,2,21,3,3,3,4,3,4,3,2,Yes
1979,Research Director,R&D,Non-Travel,11,7,4,8,13,3,4,3,3,4,3,3,2,No
1845,Sales Executive,Sales,Non-Travel,8,7,5,7,10,2,4,3,3,4,2,3,3,No
1520,Manager,R&D,Travel_Frequently,14,9,1,12,26,4,4,4,2,3,1,3,2,No
1675,Laboratory Technician,R&D,Travel_Frequently,4,3,3,3,4,1,4,2,4,3,2,2,3,No
1736,Manufacturing Director,R&D,Travel_Frequently,5,4,1,4,9,2,4,4,4,2,4,3,3,No
1744,Human Resources,HR,Travel_Rarely,5,0,0,3,9,3,4,3,3,4,3,1,2,No
1622,Manufacturing Director,R&D,Travel_Rarely,5,3,0,0,6,2,4,1,2,2,2,1,5,No
1581,Research Scientist,R&D,Travel_Rarely,1,0,0,0,1,1,4,4,1,3,1,3,5,No
2034,Manufacturing Director,R&D,Travel_Rarely,20,7,0,10,21,4,4,2,1,3,3,2,3,No
1441,Research Scientist,R&D,Travel_Rarely,3,2,1,0,5,1,4,1,1,4,4,3,3,No
1665,Manager,R&D,Travel_Rarely,10,8,4,7,36,4,4,3,2,3,3,3,6,No
1509,Laboratory Technician,R&D,Travel_Rarely,3,2,1,2,10,2,4,1,3,3,1,2,3,No
