Job Role,Employee Number,Years In Current Role,Department,Years At Company,Job Involvement,Business Travel,Monthly Income,Job Level,Total Working Years,Daily Rate,Hourly Rate,Monthly Rate,Percent Salary Hike,Num Companies Worked,Stock Option Level,Standard Hours,Training Times Last Year,Years Since Last Promotion,Years With Curr Manager
Laboratory Technician,1369,7,R&D,9,2,Travel_Rarely,5363,2,10,817,60,10846,12,0,1,80,0,0,0
Sales Executive,1371,2,Sales,6,1,Travel_Frequently,5071,2,8,793,43,20392,20,3,0,80,3,0,0
Sales Executive,1372,7,Sales,19,4,Travel_Rarely,13695,4,24,267,85,9277,17,6,0,80,2,3,8
Manufacturing Director,1373,16,R&D,19,3,Travel_Rarely,13402,4,33,1369,68,18235,12,4,1,80,0,15,9
Research Scientist,1374,4,R&D,5,2,Non-Travel,2029,1,5,999,92,15891,20,1,3,80,2,0,0
Healthcare Representative,1375,11,R&D,12,4,Travel_Rarely,6377,2,15,1202,89,13888,20,5,3,80,0,11,8
Laboratory Technician,1377,7,R&D,8,3,Travel_Rarely,5429,2,10,285,86,17491,13,4,2,80,1,7,7
Sales Representative,1379,0,Sales,1,2,Travel_Frequently,2785,1,3,703,90,11882,14,7,0,80,3,0,0
Sales Executive,1380,2,Sales,4,3,Travel_Frequently,4614,2,5,662,67,23288,18,0,1,80,0,3,2
Research Scientist,1382,2,R&D,4,4,Travel_Frequently,2610,1,4,693,57,15748,11,1,3,80,2,0,3
Healthcare Representative,1383,11,R&D,14,3,Travel_Rarely,6687,2,14,404,98,6163,11,1,0,80,2,4,11
Sales Executive,1387,3,Sales,5,2,Travel_Rarely,4724,2,5,736,48,24232,11,1,1,80,0,0,4
Manufacturing Director,1389,2,R&D,10,3,Travel_Rarely,6179,2,10,330,98,21057,15,1,2,80,3,6,7
Sales Executive,1390,4,Sales,5,2,Travel_Rarely,6120,2,8,1498,44,3567,12,3,2,80,2,1,4
Sales Executive,1391,2,Sales,4,3,Travel_Frequently,10596,3,14,541,52,15395,11,2,0,80,5,3,2
Research Scientist,1392,2,R&D,6,3,Travel_Frequently,5467,2,12,1200,75,13953,14,3,2,80,4,3,3
Research Scientist,1394,4,R&D,6,3,Travel_Rarely,2996,1,8,1439,54,5182,15,7,0,80,2,1,3
Sales Executive,1395,4,Sales,5,3,Travel_Frequently,9998,2,8,1111,61,19293,13,6,0,80,2,1,2
Sales Executive,1396,2,Sales,3,3,Travel_Rarely,4078,2,4,499,36,20497,13,0,3,80,3,1,2
Healthcare Representative,1397,4,R&D,6,3,Non-Travel,10920,3,13,1485,71,3449,21,3,1,80,2,0,5
Sales Executive,1399,2,Sales,3,4,Travel_Rarely,6232,2,6,1372,93,12477,11,2,0,80,3,1,2
Manufacturing Director,1401,3,R&D,5,4,Travel_Frequently,13247,4,24,322,59,9731,11,2,1,80,3,0,2
Research Scientist,1402,7,R&D,20,2,Travel_Rarely,4081,2,20,930,73,20003,14,1,0,80,3,1,8
Sales Executive,1403,2,Sales,6,2,Travel_Rarely,5769,2,6,205,98,7100,11,1,0,80,3,4,4
Research Scientist,1405,2,R&D,8,3,Travel_Rarely,2394,1,8,135,51,25681,13,1,0,80,2,7,7
Research Scientist,1407,3,R&D,4,2,Travel_Rarely,3904,1,5,683,36,4050,12,0,0,80,2,1,1
Manager,1408,7,HR,20,3,Travel_Rarely,16799,4,21,1147,31,16616,14,0,1,80,5,0,9
Healthcare Representative,1955,1,R&D,5,3,Non-Travel,6667,2,9,1146,34,16542,18,5,1,80,6,1,2
Manufacturing Director,1662,2,R&D,3,2,Non-Travel,4374,2,4,894,33,15411,15,0,0,80,6,1,2
Healthcare Representative,1630,11,R&D,14,3,Non-Travel,4148,2,15,208,52,12250,12,1,1,80,5,2,9
Research Director,2000,8,R&D,13,3,Non-Travel,11957,3,14,1162,98,17231,18,0,2,80,3,5,12
Research Scientist,1839,0,R&D,0,3,Non-Travel,1514,1,0,1431,33,8018,16,1,0,80,4,0,0
Sales Executive,1929,2,Sales,3,1,Non-Travel,5736,2,10,1251,32,3987,19,6,1,80,1,1,2
Sales Representative,1495,0,Sales,1,3,Non-Travel,2033,1,1,830,78,7103,13,1,1,80,2,0,0
Sales Executive,1756,7,Sales,11,3,Non-Travel,5147,2,13,1283,62,10697,15,8,0,80,2,1,7
Manager,1900,17,R&D,22,3,Travel_Frequently,17174,4,24,117,58,2437,11,3,1,80,3,4,7
Manufacturing Director,2025,2,R&D,4,3,Travel_Frequently,5131,2,18,688,97,9192,13,7,3,80,3,0,2
Laboratory Technician,1760,1,R&D,6,2,Travel_Frequently,2468,1,9,594,75,15963,14,4,1,80,4,0,5
Research Scientist,1870,6,R&D,7,2,Travel_Frequently,4774,1,8,1131,77,23844,19,0,1,80,2,7,3
Laboratory Technician,1985,9,R&D,10,3,Travel_Frequently,6323,2,10,692,73,26849,11,1,1,80,2,9,4
Laboratory Technician,1513,2,R&D,3,3,Travel_Frequently,3180,1,4,410,97,4668,13,0,3,80,3,0,2
Manufacturing Director,1633,2,R&D,9,3,Travel_Frequently,5042,2,10,711,81,3140,13,0,0,80,2,3,8
Laboratory Technician,1480,9,R&D,12,3,Travel_Frequently,3673,1,12,748,74,16458,13,1,0,80,3,5,8
Research Scientist,1745,7,R&D,9,2,Travel_Frequently,4968,1,10,1312,78,26427,16,0,0,80,2,0,7
Sales Executive,1481,0,Sales,1,3,Travel_Frequently,4768,2,11,383,79,9282,12,7,1,80,4,0,0
Sales Executive,1833,2,Sales,3,3,Travel_Frequently,9637,3,9,1125,68,8277,14,2,2,80,3,2,2
Human Resources,1987,0,HR,2,3,Travel_Rarely,2187,1,6,309,82,19655,14,4,0,80,3,1,2
Manager,1625,2,HR,5,3,Travel_Rarely,19658,5,27,1176,98,5220,11,3,1,80,2,1,0
Human Resources,1461,2,HR,3,4,Travel_Rarely,2109,1,8,1398,96,24609,18,9,0,80,3,0,2
Laboratory Technician,1916,2,R&D,2,4,Travel_Rarely,3978,1,4,471,62,16031,12,8,1,80,0,2,2
Healthcare Representative,1829,4,R&D,7,3,Travel_Rarely,4448,2,15,750,47,10748,12,2,1,80,3,7,7
Healthcare Representative,1822,3,R&D,5,3,Travel_Rarely,6513,2,12,1194,52,9060,17,4,1,80,3,0,3
Research Scientist,1762,0,R&D,1,2,Travel_Rarely,2109,1,1,590,91,10007,13,1,1,80,2,0,0
Research Scientist,1658,8,R&D,11,3,Travel_Rarely,5433,2,11,1130,66,19332,12,1,1,80,2,7,9
Manufacturing Director,1635,7,R&D,10,2,Travel_Rarely,5770,2,10,1329,59,5388,19,1,2,80,3,3,9
Research Director,1656,11,R&D,14,2,Travel_Rarely,13269,3,19,813,50,21981,15,5,3,80,3,1,11
Laboratory Technician,1502,4,R&D,5,2,Travel_Rarely,3838,1,8,1099,82,8192,11,8,0,80,5,0,2
Manager,1866,12,R&D,16,2,Travel_Rarely,19392,5,21,823,81,22539,13,7,0,80,2,6,14
Manager,1786,2,R&D,2,3,Travel_Rarely,13116,3,15,942,53,22984,11,2,0,80,2,2,2
Research Scientist,1701,9,R&D,10,2,Travel_Rarely,2929,1,10,678,35,20338,12,1,0,80,3,8,7
Research Scientist,1647,2,R&D,3,4,Travel_Rarely,3517,1,5,486,86,22490,17,7,0,80,0,0,2
Laboratory Technician,1409,4,R&D,5,3,Travel_Rarely,2950,1,12,258,54,17363,13,9,0,80,2,0,4
Research Director,2015,16,R&D,18,1,Travel_Rarely,13206,3,20,201,99,3376,12,3,1,80,3,1,11
Research Scientist,1640,4,R&D,8,3,Travel_Rarely,3936,1,8,1470,71,9953,11,1,1,80,2,7,7
Healthcare Representative,1544,7,R&D,7,1,Travel_Rarely,9715,2,9,441,39,7288,13,3,1,80,3,0,7
Research Scientist,2052,3,R&D,4,1,Travel_Rarely,2977,1,4,287,62,8952,12,1,1,80,5,1,1
Laboratory Technician,1802,3,R&D,4,3,Travel_Rarely,3377,1,7,616,99,25605,17,4,1,80,5,0,2
Laboratory Technician,1617,6,R&D,9,3,Travel_Rarely,3211,1,10,722,84,22102,14,1,1,80,3,1,4
Research Scientist,1576,2,R&D,8,3,Travel_Rarely,2367,1,10,1108,65,16530,12,8,1,80,3,7,6
Laboratory Technician,1447,4,R&D,5,2,Travel_Rarely,3294,1,7,401,86,3708,17,5,1,80,2,0,2
Research Scientist,1555,1,R&D,7,2,Travel_Rarely,5878,2,12,824,67,15624,12,3,1,80,2,2,5
Laboratory Technician,1782,4,R&D,5,2,Travel_Rarely,3702,1,5,1153,40,16376,11,1,1,80,3,0,4
Laboratory Technician,1687,0,R&D,0,3,Travel_Rarely,3306,1,7,1495,87,26176,19,7,1,80,5,0,0
Laboratory Technician,1709,3,R&D,5,3,Travel_Rarely,2974,1,9,1082,43,25412,17,9,1,80,2,1,2
Research Scientist,1830,1,R&D,7,3,Travel_Rarely,6854,2,14,431,68,15696,15,4,1,80,2,1,7
Manufacturing Director,1628,15,R&D,18,2,Travel_Rarely,10435,3,18,884,80,25800,13,1,2,80,2,14,12
Research Director,1655,2,R&D,4,3,Travel_Rarely,16413,4,27,301,72,3498,16,3,2,80,2,1,2
Research Scientist,1969,3,R&D,4,3,Travel_Rarely,2897,2,9,155,67,22474,11,3,2,80,6,2,3
Research Director,1443,17,R&D,20,3,Travel_Rarely,17169,4,26,359,82,26703,19,3,2,80,2,5,6
Manufacturing Director,1888,8,R&D,9,2,Travel_Rarely,5906,2,10,556,93,23888,13,0,2,80,2,3,8
Healthcare Representative,1651,2,R&D,3,3,Travel_Rarely,8008,3,9,711,42,22792,12,4,2,80,6,0,2
Research Scientist,1607,2,R&D,3,4,Travel_Rarely,3312,1,6,634,35,18783,17,3,2,80,3,0,2
Research Scientist,2051,3,R&D,5,3,Travel_Rarely,2001,1,20,1194,98,12549,14,2,3,80,2,0,2
Research Director,1430,2,R&D,3,3,Travel_Rarely,16422,4,9,182,93,8847,11,3,0,80,3,1,0
Laboratory Technician,1411,2,R&D,3,3,Travel_Rarely,3629,1,8,1462,94,19106,18,4,0,80,6,0,2
Manufacturing Director,1816,7,R&D,7,3,Travel_Rarely,9667,3,9,1092,64,2739,14,9,0,80,3,0,2
Manufacturing Director,1525,0,R&D,2,3,Travel_Rarely,8376,3,9,1089,32,9150,18,4,0,80,3,2,2
Laboratory Technician,1856,2,R&D,2,3,Travel_Rarely,2105,1,7,207,64,5411,12,4,0,80,2,2,0
Laboratory Technician,2010,2,R&D,6,2,Travel_Rarely,2837,1,6,267,49,15919,13,1,0,80,3,4,1
Laboratory Technician,1735,2,R&D,3,3,Travel_Rarely,3295,1,3,160,51,12862,13,1,0,80,3,1,2
Research Scientist,1751,2,R&D,6,3,Travel_Rarely,3445,1,6,1054,67,6152,11,1,0,80,5,1,4
Research Scientist,2054,4,R&D,5,2,Travel_Rarely,3785,1,5,468,73,8489,14,1,0,80,3,0,4
Healthcare Representative,1529,8,R&D,11,2,Travel_Rarely,8606,3,11,1029,91,21195,19,1,0,80,3,3,3
Research Director,1719,6,R&D,21,2,Travel_Rarely,16704,4,21,1005,48,17119,11,1,0,80,2,8,6
Research Director,1422,7,R&D,20,3,Travel_Rarely,17328,4,29,971,54,5652,19,6,0,80,3,12,7
Sales Executive,1863,17,Sales,19,4,Travel_Rarely,13225,4,25,1319,45,7739,12,2,1,80,5,2,8
Sales Executive,1557,7,Sales,8,3,Travel_Rarely,6439,2,18,492,96,13693,14,8,1,80,2,7,7
Sales Executive,1428,2,Sales,3,3,Travel_Rarely,4779,2,8,855,73,12761,14,7,2,80,3,0,2
Manager,1676,2,Sales,3,4,Travel_Rarely,15972,4,29,1225,47,21086,14,6,3,80,2,1,2
Sales Executive,2041,7,Sales,10,3,Travel_Rarely,5343,2,10,345,100,5982,11,1,1,80,1,1,9
Sales Executive,2045,3,Sales,6,2,Travel_Rarely,6652,2,8,1120,100,14369,13,4,1,80,2,0,0
Sales Executive,2056,9,Sales,20,2,Travel_Rarely,12031,4,21,722,60,8828,11,0,1,80,2,9,6
Sales Executive,1986,8,Sales,11,3,Travel_Rarely,5677,2,15,444,92,4258,14,3,1,80,4,5,10
Sales Representative,1875,0,Sales,1,3,Travel_Rarely,2856,1,1,1172,78,3692,19,1,1,80,3,0,0
Manager,1527,12,Sales,13,3,Travel_Rarely,16606,4,23,228,51,11380,12,8,1,80,2,5,1
Sales Executive,1935,0,Sales,0,2,Travel_Rarely,5380,2,6,1443,89,20328,16,4,1,80,3,0,0
Sales Executive,1598,4,Sales,5,3,Travel_Rarely,4639,2,5,118,84,11262,15,1,1,80,2,1,2
Sales Executive,1784,7,Sales,12,2,Travel_Rarely,5468,2,13,196,91,13402,14,1,2,80,3,5,7
Sales Executive,2024,7,Sales,9,2,Travel_Rarely,7644,3,10,557,94,12695,19,0,2,80,2,3,4
Sales Executive,1673,0,Sales,10,3,Travel_Rarely,5476,2,10,1112,67,22589,11,1,2,80,2,0,2
Sales Executive,1436,2,Sales,3,2,Travel_Rarely,5647,2,11,329,98,13494,13,4,2,80,3,0,2
Sales Executive,2016,10,Sales,14,3,Travel_Rarely,10422,3,14,801,48,24032,19,1,2,80,3,5,7
Sales Executive,1898,7,Sales,8,4,Travel_Rarely,6500,2,9,511,89,26997,14,0,0,80,5,0,7
Sales Executive,1583,2,Sales,3,3,Travel_Rarely,4198,2,8,437,90,16379,12,2,0,80,5,1,2
Sales Executive,1585,0,Sales,1,3,Travel_Rarely,6815,2,15,884,73,21447,13,6,0,80,5,0,0
Sales Representative,1657,2,Sales,2,3,Travel_Rarely,2783,1,2,1141,31,13251,19,1,0,80,3,2,2
Sales Representative,1710,7,Sales,13,3,Travel_Rarely,4502,2,17,530,51,7439,15,3,0,80,2,6,7
Sales Executive,1779,2,Sales,2,1,Travel_Rarely,6029,2,6,511,32,25353,12,5,0,80,3,2,2
Sales Representative,2060,2,Sales,4,2,Travel_Rarely,2966,1,5,1167,30,21378,18,0,0,80,2,0,0
Sales Executive,2046,3,Sales,5,3,Travel_Rarely,4850,2,8,374,50,23333,15,8,0,80,3,0,1
Sales Executive,1757,1,Sales,5,3,Travel_Rarely,4507,2,8,1313,80,8191,12,3,0,80,1,0,4
Human Resources,1858,2,HR,3,3,Non-Travel,2706,1,3,280,43,10494,15,1,1,80,2,2,2
Human Resources,1805,10,HR,11,3,Non-Travel,2592,1,13,1336,100,7129,13,5,3,80,3,3,8
Human Resources,1722,2,HR,3,1,Non-Travel,6430,2,10,552,60,20794,19,6,1,80,4,1,2
Manufacturing Director,1804,7,R&D,7,3,Non-Travel,5762,2,15,1180,90,24442,14,2,1,80,6,1,7
Research Director,1468,8,R&D,9,2,Non-Travel,13757,3,16,218,55,25178,11,2,1,80,5,4,8
Research Scientist,1482,0,R&D,1,3,Non-Travel,1274,1,1,990,64,7152,13,1,2,80,2,0,0
Laboratory Technician,1449,7,R&D,8,3,Non-Travel,3975,2,11,663,81,23099,11,3,2,80,2,0,7
Research Scientist,1771,8,R&D,9,3,Non-Travel,3055,2,11,775,90,6194,15,5,2,80,2,1,7
Laboratory Technician,1994,1,R&D,1,2,Non-Travel,2008,1,1,1313,59,20439,12,1,3,80,2,0,0
Research Scientist,1934,7,R&D,8,3,Non-Travel,5467,2,16,1169,64,2125,18,8,1,80,4,1,7
Research Scientist,1574,5,R&D,6,3,Non-Travel,4087,2,9,1200,62,25174,14,4,1,80,3,1,2
Research Scientist,1813,2,R&D,3,3,Non-Travel,2438,1,7,343,52,24978,13,4,0,80,2,1,2
Manufacturing Director,2057,4,R&D,9,3,Non-Travel,9936,2,10,325,74,3787,19,0,0,80,2,1,7
Research Scientist,1764,7,R&D,7,3,Non-Travel,2718,1,12,953,65,17674,14,2,0,80,3,0,7
Laboratory Technician,1471,2,R&D,5,2,Non-Travel,3162,1,7,981,90,7973,14,3,0,80,5,0,3
Research Scientist,1947,3,R&D,5,3,Non-Travel,2144,1,5,1103,49,2122,14,1,0,80,3,1,4
Laboratory Technician,1440,5,R&D,6,4,Non-Travel,3500,1,7,1413,84,25470,14,0,0,80,2,1,3
Research Scientist,1976,9,R&D,20,2,Non-Travel,4332,2,20,335,37,14811,12,1,0,80,2,3,7
Manager,2022,0,R&D,6,3,Non-Travel,19431,5,21,105,87,15302,13,2,0,80,3,1,3
Sales Representative,2019,8,Sales,9,3,Non-Travel,3482,1,16,585,40,19788,15,2,2,80,3,0,0
Sales Executive,1612,7,Sales,10,2,Non-Travel,4385,2,10,336,52,24162,15,1,1,80,2,4,5
Sales Executive,1731,0,Sales,1,3,Non-Travel,4978,2,4,543,87,3536,11,7,1,80,3,0,0
Sales Executive,1801,2,Sales,2,2,Non-Travel,7991,2,6,849,98,25166,15,8,0,80,3,2,2
Human Resources,1563,3,HR,6,3,Travel_Frequently,6077,2,10,888,71,14814,11,3,0,80,2,1,2
Human Resources,1746,2,HR,2,3,Travel_Frequently,2145,1,3,897,59,2097,14,0,1,80,2,2,1
Healthcare Representative,1590,4,R&D,6,3,Travel_Frequently,8853,2,6,995,87,24483,19,1,1,80,0,1,3
Manufacturing Director,1615,7,R&D,9,4,Travel_Frequently,4724,2,9,426,42,17000,13,1,1,80,3,7,2
Research Director,1485,8,R&D,14,3,Travel_Frequently,17007,4,16,829,71,11929,14,7,2,80,3,6,9
Research Scientist,1431,3,R&D,4,3,Travel_Frequently,2996,1,10,560,91,20284,14,5,2,80,2,1,3
Manufacturing Director,1653,7,R&D,7,4,Travel_Frequently,5206,2,7,772,77,4973,17,1,2,80,6,0,7
Research Director,1941,4,R&D,5,3,Travel_Frequently,19161,5,28,1064,42,13738,15,3,0,80,3,4,3
Laboratory Technician,1852,8,R&D,11,3,Travel_Frequently,3812,1,11,574,40,7003,13,1,0,80,3,3,10
Manufacturing Director,1997,3,R&D,8,2,Travel_Frequently,5321,2,10,508,72,14284,11,2,1,80,1,7,7
Research Scientist,1720,2,R&D,5,3,Travel_Frequently,3433,1,10,585,56,17360,13,6,1,80,3,1,3
Laboratory Technician,1918,7,R&D,7,4,Travel_Frequently,2544,1,8,1096,61,7102,18,0,1,80,3,7,7
Laboratory Technician,2061,2,R&D,5,4,Travel_Frequently,2571,2,17,884,41,12290,17,4,1,80,3,0,3
Healthcare Representative,1597,2,R&D,8,2,Travel_Frequently,5063,2,8,653,92,15332,14,1,1,80,3,7,7
Research Scientist,1668,11,R&D,13,3,Travel_Frequently,4735,2,19,1189,90,9867,15,7,2,80,4,2,9
Healthcare Representative,1922,2,R&D,4,3,Travel_Frequently,5399,2,12,1297,44,14511,12,4,0,80,3,0,3
Manufacturing Director,1412,2,R&D,2,3,Travel_Frequently,9362,3,10,200,60,19944,11,2,0,80,2,2,2
Research Scientist,1648,2,R&D,4,3,Travel_Frequently,2580,1,6,591,87,6297,13,2,0,80,0,1,2
Sales Executive,1812,1,Sales,2,3,Travel_Frequently,4127,2,7,766,83,19188,18,2,1,80,6,2,2
Sales Executive,1700,3,Sales,6,1,Travel_Frequently,9525,2,6,1278,31,7677,14,1,2,80,2,1,3
Sales Executive,2065,6,Sales,9,2,Travel_Frequently,5390,2,17,1023,63,13243,14,2,0,80,3,0,8
Sales Executive,1477,3,Sales,4,3,Travel_Frequently,4373,2,5,430,54,17456,14,0,2,80,2,0,3
Sales Executive,1507,2,Sales,4,3,Travel_Frequently,4898,2,5,467,55,11827,14,0,0,80,5,1,3
Sales Executive,1613,2,Sales,5,3,Travel_Frequently,5332,2,10,715,54,21602,13,7,0,80,3,0,3
Sales Executive,1853,0,Sales,0,3,Travel_Frequently,4648,2,4,1318,79,26075,13,8,0,80,2,0,0
Human Resources,1794,0,HR,10,3,Travel_Rarely,4071,2,19,1239,89,12832,13,2,0,80,4,4,7
Human Resources,1865,0,HR,1,2,Travel_Rarely,2804,1,1,352,87,15434,11,1,0,80,3,0,0
Human Resources,1419,9,HR,10,2,Travel_Rarely,7988,3,10,332,51,9769,13,1,0,80,3,0,9
Human Resources,1778,7,HR,9,3,Travel_Rarely,3539,1,10,244,97,5033,13,0,0,80,5,1,8
Research Scientist,1694,2,R&D,4,2,Travel_Rarely,3537,1,8,1441,94,23737,12,5,1,80,1,1,2
Research Scientist,1506,0,R&D,1,2,Travel_Rarely,1563,1,1,1423,72,12530,14,1,1,80,2,0,0
Manager,1892,7,R&D,19,3,Travel_Rarely,16823,4,22,1137,98,18991,11,2,1,80,3,11,16
Laboratory Technician,1881,8,R&D,10,3,Travel_Rarely,4197,2,10,311,89,18624,11,1,1,80,2,0,2
Laboratory Technician,1627,8,R&D,10,2,Travel_Rarely,3069,2,11,170,76,10302,15,0,1,80,3,0,7
Research Scientist,1474,1,R&D,3,3,Travel_Rarely,2345,1,8,896,68,8045,14,2,1,80,3,1,2
Manufacturing Director,1857,8,R&D,9,3,Travel_Rarely,8578,3,12,706,82,19989,14,3,1,80,4,4,7
Laboratory Technician,1599,4,R&D,6,4,Travel_Rarely,4876,1,8,990,87,5855,12,5,1,80,0,0,2
Research Scientist,1940,2,R&D,5,3,Travel_Rarely,4771,1,10,1206,71,14293,19,2,2,80,0,0,3
Research Director,1424,7,R&D,7,4,Travel_Rarely,14732,4,31,1136,81,12414,13,2,2,80,4,0,0
Healthcare Representative,1484,7,R&D,8,3,Travel_Rarely,10466,3,29,1490,35,20948,14,3,2,80,3,0,7
Healthcare Representative,1859,0,R&D,7,1,Travel_Rarely,6384,2,11,726,93,21143,17,8,2,80,3,1,6
Laboratory Technician,1619,7,R&D,7,2,Travel_Rarely,4066,1,7,1302,67,16290,11,1,2,80,3,0,7
Research Scientist,1671,5,R&D,9,3,Travel_Rarely,5470,2,10,977,45,25518,13,0,2,80,4,1,6
Healthcare Representative,1553,8,R&D,10,3,Travel_Rarely,7441,3,10,538,66,20933,12,1,3,80,4,7,7
Laboratory Technician,1725,2,R&D,6,3,Travel_Rarely,3907,1,6,506,91,3622,13,1,3,80,2,1,2
Laboratory Technician,1551,1,R&D,1,2,Travel_Rarely,2296,1,2,350,57,10036,14,0,3,80,3,0,0
Research Scientist,1871,2,R&D,2,3,Travel_Rarely,3902,2,7,835,41,5141,14,8,3,80,2,2,2
Manager,2031,6,R&D,22,3,Travel_Rarely,18880,5,24,300,56,17312,11,5,0,80,2,4,14
Research Scientist,1543,8,R&D,10,3,Travel_Rarely,4285,2,10,674,47,3031,17,1,0,80,2,3,7
Laboratory Technician,1434,0,R&D,5,3,Travel_Rarely,2099,1,6,1377,91,7679,14,0,0,80,3,1,4
Research Scientist,1621,15,R&D,16,4,Travel_Rarely,5208,2,16,819,48,26312,11,1,0,80,2,1,10
Laboratory Technician,2068,3,R&D,4,4,Travel_Rarely,4404,2,6,628,82,10228,12,2,0,80,3,1,2
Healthcare Representative,1689,3,R&D,4,4,Travel_Rarely,7005,3,11,1395,48,3458,15,3,0,80,2,1,2
Research Director,1867,10,R&D,22,2,Travel_Rarely,19665,5,29,1224,91,13583,12,4,0,80,3,12,9
Laboratory Technician,1989,8,R&D,12,3,Travel_Rarely,3748,1,12,911,76,4077,13,1,0,80,6,1,7
Healthcare Representative,1954,3,R&D,5,3,Travel_Rarely,5373,2,6,136,89,6225,12,0,1,80,5,0,2
Healthcare Representative,1473,2,R&D,3,3,Travel_Rarely,6651,2,20,1495,96,21534,14,2,1,80,0,1,2
Healthcare Representative,1971,9,R&D,10,3,Travel_Rarely,7510,3,10,574,30,16873,17,1,1,80,1,0,9
Laboratory Technician,1415,2,R&D,3,3,Travel_Rarely,3229,1,7,949,81,4910,11,4,1,80,2,0,2
Research Scientist,1438,5,R&D,6,3,Travel_Rarely,3420,1,17,465,74,10205,12,7,1,80,2,1,2
Laboratory Technician,1826,4,R&D,5,1,Travel_Rarely,2705,1,6,185,91,9696,16,0,1,80,2,0,3
Research Scientist,1609,4,R&D,6,2,Travel_Rarely,2141,1,6,241,48,5348,12,1,1,80,3,1,1
Laboratory Technician,1696,10,R&D,15,2,Travel_Rarely,3986,2,15,1157,57,11912,14,1,1,80,3,4,13
Research Scientist,1931,3,R&D,5,3,Travel_Rarely,2226,1,6,1354,41,6073,11,1,1,80,3,1,2
Laboratory Technician,1721,2,R&D,5,3,Travel_Rarely,3477,1,6,741,69,18103,14,1,1,80,2,0,3
Research Scientist,1729,0,R&D,10,3,Travel_Rarely,2862,1,10,793,33,3811,12,1,1,80,2,0,8
Research Scientist,1580,2,R&D,2,3,Travel_Rarely,5484,2,9,1351,45,13008,17,9,1,80,3,2,1
Healthcare Representative,1903,0,R&D,2,4,Travel_Rarely,5033,2,10,170,78,9364,15,2,1,80,5,2,2
Laboratory Technician,1542,0,R&D,1,2,Travel_Rarely,4841,1,4,1210,68,24052,14,4,1,80,3,0,0
Laboratory Technician,1601,0,R&D,1,2,Travel_Rarely,2690,1,1,1349,63,7713,18,1,1,80,5,0,1
Research Director,1911,7,R&D,13,3,Travel_Rarely,13348,3,18,1396,83,14842,13,9,1,80,3,5,7
Research Scientist,1799,3,R&D,5,3,Travel_Rarely,2044,1,5,1181,82,5531,11,1,1,80,6,0,3
Healthcare Representative,1763,0,R&D,7,4,Travel_Rarely,5294,2,10,305,58,9128,16,3,1,80,3,1,7
Research Scientist,1707,3,R&D,5,4,Travel_Rarely,4401,1,5,581,62,17616,16,1,1,80,1,0,4
Healthcare Representative,2062,7,R&D,7,2,Travel_Rarely,9991,3,9,613,42,21457,15,4,1,80,5,1,7
Research Director,1523,6,R&D,20,3,Travel_Rarely,16328,4,24,136,32,22074,13,3,1,80,1,14,17
Manufacturing Director,1728,7,R&D,7,3,Travel_Rarely,6883,2,17,1370,49,5151,16,2,1,80,3,0,7
Research Scientist,1798,8,R&D,10,4,Travel_Rarely,3143,1,14,867,90,6076,19,6,1,80,1,7,6
Research Scientist,1592,2,R&D,2,4,Travel_Rarely,2073,1,4,977,45,12826,16,2,1,80,2,2,2
Healthcare Representative,1682,2,R&D,3,3,Travel_Rarely,5347,2,10,1351,80,7419,14,6,2,80,2,0,2
Laboratory Technician,2012,0,R&D,1,3,Travel_Rarely,2406,1,8,543,83,4060,19,8,2,80,3,0,0
Healthcare Representative,1803,0,R&D,0,4,Travel_Rarely,5538,2,10,1128,95,5696,18,5,2,80,2,0,0
Laboratory Technician,1596,9,R&D,10,4,Travel_Rarely,3407,2,10,750,46,25348,17,1,2,80,3,6,8
Manufacturing Director,1514,6,R&D,8,1,Travel_Rarely,6549,2,8,1083,96,3173,14,1,2,80,2,1,7
Research Scientist,1558,0,R&D,1,4,Travel_Rarely,2451,1,5,598,91,22376,18,6,2,80,2,0,0
Manufacturing Director,1618,7,R&D,7,3,Travel_Rarely,5377,2,10,1387,76,3835,13,2,3,80,3,7,7
Laboratory Technician,1698,11,R&D,14,4,Travel_Rarely,2028,1,14,267,79,13637,18,1,3,80,6,2,13
Research Director,1770,0,R&D,1,2,Travel_Rarely,19038,5,34,478,60,19805,12,8,3,80,2,0,0
Manufacturing Director,1631,3,R&D,4,3,Travel_Rarely,5768,2,9,671,85,26493,17,3,3,80,2,0,2
Laboratory Technician,1718,2,R&D,3,1,Travel_Rarely,2305,1,3,390,62,6217,15,1,3,80,3,0,2
Laboratory Technician,1435,4,R&D,10,2,Travel_Rarely,5810,2,10,172,37,22604,16,1,0,80,2,1,8
Laboratory Technician,1659,3,R&D,4,3,Travel_Rarely,2013,1,15,311,77,10950,11,2,0,80,4,1,3
Laboratory Technician,1533,3,R&D,4,3,Travel_Rarely,2272,2,5,507,97,24812,14,0,0,80,2,1,2
Research Scientist,1577,0,R&D,1,3,Travel_Rarely,2972,1,1,479,35,22061,13,1,0,80,4,0,0
Research Scientist,2014,7,R&D,7,3,Travel_Rarely,4108,2,18,116,52,5340,13,7,0,80,2,1,7
Healthcare Representative,1981,3,R&D,4,2,Travel_Rarely,4617,2,4,771,45,14120,12,1,0,80,2,1,2
