Marital Status,Distance From Home,Employee Number,Age,Education Field,Gender,Education,CF_age band,CF_current Employee,Over18,emp no
Married,6,1588,39,Medical,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1588
Married,9,1787,37,Marketing,Male,Associates Degree,35 - 44,1,Y,STAFF-1787
Married,17,1908,36,Marketing,Male,Associates Degree,35 - 44,1,Y,STAFF-1908
Married,1,1995,38,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-1995
Married,16,1479,30,Life Sciences,Male,High School,25 - 34,1,Y,STAFF-1479
Single,1,1961,38,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1961
Single,15,1975,39,Marketing,Male,Master's Degree,35 - 44,1,Y,STAFF-1975
Single,7,1740,40,Medical,Male,Master's Degree,35 - 44,1,Y,STAFF-1740
Single,10,1924,33,Marketing,Male,Master's Degree,25 - 34,1,Y,STAFF-1924
Single,10,1650,29,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1650
Single,10,1836,26,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1836
Single,3,1478,34,Other,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1478
Single,9,1680,20,Life Sciences,Male,High School,Under 25,1,Y,STAFF-1680
Single,5,1469,28,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1469
Single,6,1708,41,Marketing,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1708
Single,9,1965,27,Marketing,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1965
Single,1,1602,46,Life Sciences,Male,Master's Degree,45 - 54,1,Y,STAFF-1602
Married,26,1605,22,Other,Female,Associates Degree,Under 25,1,Y,STAFF-1605
Divorced,8,1937,38,Medical,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1937
Single,2,1646,24,Technical Degree,Female,High School,Under 25,1,Y,STAFF-1646
Single,5,1850,27,Life Sciences,Female,Associates Degree,25 - 34,1,Y,STAFF-1850
Divorced,1,1683,44,Life Sciences,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1683
Single,26,2040,35,Life Sciences,Female,Master's Degree,35 - 44,1,Y,STAFF-2040
Divorced,7,1608,44,Medical,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1608
Divorced,4,1827,47,Life Sciences,Female,Bachelor's Degree,45 - 54,1,Y,STAFF-1827
Divorced,16,1674,49,Medical,Female,Bachelor's Degree,45 - 54,1,Y,STAFF-1674
Divorced,2,1974,31,Medical,Female,High School,25 - 34,1,Y,STAFF-1974
Married,16,1886,35,Other,Female,Associates Degree,35 - 44,1,Y,STAFF-1886
Married,1,1893,26,Life Sciences,Female,Associates Degree,25 - 34,1,Y,STAFF-1893
Married,8,1724,40,Life Sciences,Female,Associates Degree,35 - 44,1,Y,STAFF-1724
Married,15,2009,33,Medical,Female,Associates Degree,25 - 34,1,Y,STAFF-2009
Married,6,1661,49,Life Sciences,Female,High School,45 - 54,1,Y,STAFF-1661
Married,2,1703,44,Life Sciences,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1703
Married,2,1638,38,Medical,Female,Associates Degree,35 - 44,1,Y,STAFF-1638
Married,12,1614,36,Life Sciences,Female,Master's Degree,35 - 44,1,Y,STAFF-1614
Single,10,1587,35,Medical,Female,Master's Degree,35 - 44,1,Y,STAFF-1587
Single,5,1611,45,Medical,Female,Doctoral Degree,45 - 54,1,Y,STAFF-1611
Single,10,1980,54,Medical,Female,Bachelor's Degree,45 - 54,1,Y,STAFF-1980
Single,16,1641,40,Life Sciences,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1641
Divorced,4,1815,41,Marketing,Female,High School,35 - 44,1,Y,STAFF-1815
Divorced,10,1912,31,Medical,Female,Associates Degree,25 - 34,1,Y,STAFF-1912
Married,7,1962,35,Life Sciences,Female,Master's Degree,35 - 44,1,Y,STAFF-1962
Married,3,1915,34,Medical,Female,High School,25 - 34,1,Y,STAFF-1915
Married,10,1880,36,Technical Degree,Female,Master's Degree,35 - 44,1,Y,STAFF-1880
Married,14,1503,47,Medical,Female,Bachelor's Degree,45 - 54,1,Y,STAFF-1503
Married,21,1938,58,Life Sciences,Female,Bachelor's Degree,Over 55,1,Y,STAFF-1938
Married,4,1445,24,Medical,Female,High School,Under 25,1,Y,STAFF-1445
Single,3,1425,36,Marketing,Female,Master's Degree,35 - 44,1,Y,STAFF-1425
Divorced,8,1552,40,Life Sciences,Male,Associates Degree,35 - 44,1,Y,STAFF-1552
Divorced,3,1948,31,Medical,Male,Associates Degree,25 - 34,1,Y,STAFF-1948
Married,1,1737,39,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1737
Divorced,10,1774,34,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1774
Married,1,1642,44,Human Resources,Male,Doctoral Degree,35 - 44,1,Y,STAFF-1642
Married,1,1972,38,Other,Male,Master's Degree,35 - 44,1,Y,STAFF-1972
Married,15,1837,58,Life Sciences,Male,Master's Degree,Over 55,1,Y,STAFF-1837
Married,22,1932,34,Other,Male,Master's Degree,25 - 34,1,Y,STAFF-1932
Married,6,1594,36,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-1594
Married,20,1606,50,Medical,Male,Doctoral Degree,45 - 54,1,Y,STAFF-1606
Married,2,1547,42,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1547
Married,18,2049,35,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-2049
Single,2,1704,35,Medical,Male,Master's Degree,35 - 44,1,Y,STAFF-1704
Single,2,1496,44,Medical,Male,High School,35 - 44,1,Y,STAFF-1496
Single,22,1539,50,Medical,Male,Doctoral Degree,45 - 54,1,Y,STAFF-1539
Single,1,1753,29,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1753
Married,1,1927,28,Life Sciences,Male,Associates Degree,25 - 34,1,Y,STAFF-1927
Married,26,1973,55,Human Resources,Male,Master's Degree,Over 55,1,Y,STAFF-1973
Divorced,20,1460,45,Medical,Male,Bachelor's Degree,45 - 54,1,Y,STAFF-1460
Divorced,2,1789,46,Medical,Male,Master's Degree,45 - 54,1,Y,STAFF-1789
Divorced,18,1998,42,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-1998
Divorced,2,1992,25,Other,Male,High School,25 - 34,1,Y,STAFF-1992
Married,5,1448,41,Medical,Male,Doctoral Degree,35 - 44,1,Y,STAFF-1448
Married,4,1501,55,Life Sciences,Male,Master's Degree,Over 55,1,Y,STAFF-1501
Married,18,1766,38,Medical,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1766
Married,28,1549,33,Life Sciences,Male,Master's Degree,25 - 34,1,Y,STAFF-1549
Married,13,2053,29,Other,Male,Associates Degree,25 - 34,1,Y,STAFF-2053
Married,10,1790,36,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1790
Married,11,2003,35,Medical,Male,Master's Degree,35 - 44,1,Y,STAFF-2003
Married,29,1465,45,Technical Degree,Male,Bachelor's Degree,45 - 54,1,Y,STAFF-1465
Married,2,1755,34,Medical,Male,Master's Degree,25 - 34,1,Y,STAFF-1755
Single,3,1586,29,Medical,Male,High School,25 - 34,1,Y,STAFF-1586
Single,1,2020,44,Medical,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-2020
Single,8,1515,33,Life Sciences,Male,Doctoral Degree,25 - 34,1,Y,STAFF-1515
Divorced,5,1669,29,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1669
Divorced,2,1732,46,Life Sciences,Male,Bachelor's Degree,45 - 54,1,Y,STAFF-1732
Divorced,12,1943,42,Marketing,Male,Master's Degree,35 - 44,1,Y,STAFF-1943
Married,1,1535,34,Technical Degree,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1535
Married,9,1591,50,Marketing,Male,Bachelor's Degree,45 - 54,1,Y,STAFF-1591
Married,2,1706,43,Medical,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1706
Married,4,1882,34,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1882
Single,5,2021,21,Medical,Male,High School,Under 25,1,Y,STAFF-2021
Single,23,1678,41,Life Sciences,Male,Associates Degree,35 - 44,1,Y,STAFF-1678
Married,10,1979,31,Medical,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1979
Married,2,1845,45,Life Sciences,Female,Master's Degree,45 - 54,1,Y,STAFF-1845
Divorced,11,1520,54,Medical,Female,Master's Degree,45 - 54,1,Y,STAFF-1520
Single,2,1675,38,Medical,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1675
Single,24,1736,31,Technical Degree,Female,High School,25 - 34,1,Y,STAFF-1736
Married,4,1744,45,Life Sciences,Female,Bachelor's Degree,45 - 54,1,Y,STAFF-1744
Divorced,27,1622,28,Medical,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1622
Married,3,1581,26,Life Sciences,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1581
Married,28,2034,41,Life Sciences,Female,Master's Degree,35 - 44,1,Y,STAFF-2034
Married,1,1441,56,Life Sciences,Female,Associates Degree,Over 55,1,Y,STAFF-1441
Married,22,1665,54,Medical,Female,Doctoral Degree,45 - 54,1,Y,STAFF-1665
Married,3,1509,49,Medical,Female,Associates Degree,45 - 54,1,Y,STAFF-1509
Married,1,1834,28,Medical,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1834
Married,23,1864,27,Medical,Female,High School,25 - 34,1,Y,STAFF-1864
Married,8,1909,41,Marketing,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-1909
Married,28,1554,35,Life Sciences,Female,Master's Degree,35 - 44,1,Y,STAFF-1554
Married,28,2035,34,Marketing,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-2035
Divorced,1,2026,56,Life Sciences,Male,Master's Degree,Over 55,1,Y,STAFF-2026
Married,9,1949,36,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-1949
Married,1,1712,45,Life Sciences,Male,High School,45 - 54,1,Y,STAFF-1712
Married,10,1854,42,Technical Degree,Male,Master's Degree,35 - 44,1,Y,STAFF-1854
Single,7,1693,26,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1693
Divorced,2,1824,58,Medical,Male,Bachelor's Degree,Over 55,1,Y,STAFF-1824
Divorced,15,2036,36,Marketing,Male,Master's Degree,35 - 44,1,Y,STAFF-2036
Single,2,1890,36,Human Resources,Male,High School,35 - 44,1,Y,STAFF-1890
Divorced,7,1970,33,Life Sciences,Male,Associates Degree,25 - 34,1,Y,STAFF-1970
Married,1,1956,31,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1956
Married,4,1644,48,Medical,Male,Doctoral Degree,45 - 54,1,Y,STAFF-1644
Married,2,1849,43,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-1849
Divorced,1,1499,30,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1499
Divorced,1,1697,60,Medical,Male,Master's Degree,Over 55,1,Y,STAFF-1697
Divorced,3,1664,36,Life Sciences,Male,Associates Degree,35 - 44,1,Y,STAFF-1664
Divorced,9,1772,41,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-1772
Divorced,12,1768,42,Medical,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1768
Married,12,1654,39,Medical,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1654
Married,9,1936,39,Medical,Male,Associates Degree,35 - 44,1,Y,STAFF-1936
Married,2,1873,55,Technical Degree,Male,Master's Degree,Over 55,1,Y,STAFF-1873
Married,1,1483,57,Life Sciences,Male,Associates Degree,Over 55,1,Y,STAFF-1483
Married,15,1666,43,Life Sciences,Male,Associates Degree,35 - 44,1,Y,STAFF-1666
Married,1,1999,41,Life Sciences,Male,Bachelor's Degree,35 - 44,1,Y,STAFF-1999
Married,28,1546,45,Technical Degree,Male,Bachelor's Degree,45 - 54,1,Y,STAFF-1546
Single,25,1993,47,Medical,Male,Bachelor's Degree,45 - 54,1,Y,STAFF-1993
Single,10,1800,39,Medical,Male,High School,35 - 44,1,Y,STAFF-1800
Single,10,1516,32,Medical,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1516
Single,5,1966,32,Life Sciences,Male,Master's Degree,25 - 34,1,Y,STAFF-1966
Single,9,1595,42,Other,Male,Associates Degree,35 - 44,1,Y,STAFF-1595
Married,26,1578,55,Marketing,Male,Doctoral Degree,Over 55,1,Y,STAFF-1578
Married,8,1823,34,Technical Degree,Male,Associates Degree,25 - 34,1,Y,STAFF-1823
Single,1,1950,34,Marketing,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-1950
Married,1,1775,53,Medical,Female,Master's Degree,45 - 54,1,Y,STAFF-1775
Divorced,16,1681,33,Life Sciences,Female,Bachelor's Degree,25 - 34,1,Y,STAFF-1681
Married,10,2017,37,Life Sciences,Female,Bachelor's Degree,35 - 44,1,Y,STAFF-2017
Married,1,1423,58,Medical,Female,Bachelor's Degree,Over 55,1,Y,STAFF-1423
Married,2,1847,36,Other,Female,Master's Degree,35 - 44,1,Y,STAFF-1847
Divorced,8,2018,25,Other,Female,Associates Degree,25 - 34,1,Y,STAFF-2018
Married,2,1835,38,Marketing,Female,Master's Degree,35 - 44,1,Y,STAFF-1835
Single,6,1550,40,Medical,Male,Associates Degree,35 - 44,1,Y,STAFF-1550
Married,4,2064,27,Life Sciences,Male,Bachelor's Degree,25 - 34,1,Y,STAFF-2064
Married,7,1885,37,Medical,Male,Master's Degree,35 - 44,1,Y,STAFF-1885
Married,7,1541,34,Technical Degree,Male,Associates Degree,25 - 34,1,Y,STAFF-1541
Single,2,1556,36,Life Sciences,Male,Master's Degree,35 - 44,1,Y,STAFF-1556
Divorced,8,1747,30,Human Resources,Female,Bachelor's Degree,25 - 34,0,Y,STAFF-1747
Married,22,1944,27,Human Resources,Female,Bachelor's Degree,25 - 34,0,Y,STAFF-1944
Single,1,1459,31,Life Sciences,Female,Doctoral Degree,25 - 34,0,Y,STAFF-1459
Single,3,1537,31,Life Sciences,Female,Bachelor's Degree,25 - 34,0,Y,STAFF-1537
Single,13,1487,29,Technical Degree,Female,Bachelor's Degree,25 - 34,0,Y,STAFF-1487
Single,1,1427,31,Life Sciences,Female,Master's Degree,25 - 34,0,Y,STAFF-1427
Married,9,1467,34,Technical Degree,Female,Master's Degree,25 - 34,0,Y,STAFF-1467
Married,2,1572,53,Technical Degree,Female,Doctoral Degree,45 - 54,0,Y,STAFF-1572
Single,8,1433,31,Life Sciences,Female,Bachelor's Degree,25 - 34,0,Y,STAFF-1433
Single,9,1752,29,Marketing,Female,Bachelor's Degree,25 - 34,0,Y,STAFF-1752
Married,9,1807,34,Life Sciences,Male,Master's Degree,25 - 34,0,Y,STAFF-1807
Single,2,1504,28,Medical,Male,Associates Degree,25 - 34,0,Y,STAFF-1504
Divorced,1,2044,50,Life Sciences,Male,Master's Degree,45 - 54,0,Y,STAFF-2044
Married,9,1716,47,Life Sciences,Male,Bachelor's Degree,45 - 54,0,Y,STAFF-1716
Married,1,1486,28,Technical Degree,Male,Bachelor's Degree,25 - 34,0,Y,STAFF-1486
Married,9,2023,23,Marketing,Male,Bachelor's Degree,Under 25,0,Y,STAFF-2023
Single,24,1928,29,Technical Degree,Male,Bachelor's Degree,25 - 34,0,Y,STAFF-1928
Married,18,1842,31,Human Resources,Male,Doctoral Degree,25 - 34,0,Y,STAFF-1842
Married,22,1714,24,Human Resources,Male,High School,Under 25,0,Y,STAFF-1714
Divorced,17,1960,28,Technical Degree,Male,Bachelor's Degree,25 - 34,0,Y,STAFF-1960
Married,7,2032,56,Technical Degree,Male,Associates Degree,Over 55,0,Y,STAFF-2032
Married,2,1573,38,Medical,Male,Bachelor's Degree,35 - 44,0,Y,STAFF-1573
Single,1,1522,29,Technical Degree,Male,Master's Degree,25 - 34,0,Y,STAFF-1522
Single,24,1907,56,Life Sciences,Male,Associates Degree,Over 55,0,Y,STAFF-1907
Single,9,1534,40,Life Sciences,Male,Master's Degree,35 - 44,0,Y,STAFF-1534
Single,10,1809,37,Medical,Male,Master's Degree,35 - 44,0,Y,STAFF-1809
Single,2,1692,32,Life Sciences,Male,Master's Degree,25 - 34,0,Y,STAFF-1692
Divorced,9,1457,46,Marketing,Male,Bachelor's Degree,45 - 54,0,Y,STAFF-1457
Married,9,1439,25,Life Sciences,Male,Associates Degree,25 - 34,0,Y,STAFF-1439
Married,10,1639,35,Medical,Male,Bachelor's Degree,35 - 44,0,Y,STAFF-1639
Married,1,1562,30,Life Sciences,Male,Bachelor's Degree,25 - 34,0,Y,STAFF-1562
Married,16,1761,31,Marketing,Male,Master's Degree,25 - 34,0,Y,STAFF-1761
Single,1,1734,32,Life Sciences,Male,Associates Degree,25 - 34,0,Y,STAFF-1734
Single,7,1780,21,Marketing,Male,High School,Under 25,0,Y,STAFF-1780
Single,9,1876,30,Medical,Male,Bachelor's Degree,25 - 34,0,Y,STAFF-1876
Single,5,1939,32,Life Sciences,Female,Associates Degree,25 - 34,0,Y,STAFF-1939
Single,14,1421,29,Other,Female,High School,25 - 34,0,Y,STAFF-1421
Married,7,1691,48,Medical,Female,Associates Degree,45 - 54,0,Y,STAFF-1691
Single,3,1624,18,Medical,Female,Associates Degree,Under 25,0,Y,STAFF-1624
Married,20,1818,26,Medical,Female,Associates Degree,25 - 34,0,Y,STAFF-1818
Divorced,2,1569,35,Life Sciences,Female,Bachelor's Degree,35 - 44,0,Y,STAFF-1569
Married,8,1783,22,Medical,Female,High School,Under 25,0,Y,STAFF-1783
Single,13,1933,28,Marketing,Female,Associates Degree,25 - 34,0,Y,STAFF-1933
Divorced,1,1792,44,Medical,Male,Associates Degree,35 - 44,0,Y,STAFF-1792
Married,2,1464,31,Life Sciences,Male,Bachelor's Degree,25 - 34,0,Y,STAFF-1464
Married,17,1767,43,Technical Degree,Male,Bachelor's Degree,35 - 44,0,Y,STAFF-1767
Single,9,1494,24,Medical,Male,Bachelor's Degree,Under 25,0,Y,STAFF-1494
Married,26,1967,31,Marketing,Male,Master's Degree,25 - 34,0,Y,STAFF-1967
Divorced,13,1844,29,Human Resources,Male,Bachelor's Degree,25 - 34,0,Y,STAFF-1844
Married,1,2027,29,Medical,Male,Master's Degree,25 - 34,0,Y,STAFF-2027
Married,24,1604,28,Medical,Male,Bachelor's Degree,25 - 34,0,Y,STAFF-1604
Single,7,1649,40,Life Sciences,Male,Bachelor's Degree,35 - 44,0,Y,STAFF-1649
Single,8,1684,23,Medical,Male,High School,Under 25,0,Y,STAFF-1684
Divorced,28,2055,50,Marketing,Male,Bachelor's Degree,45 - 54,0,Y,STAFF-2055
Divorced,15,1645,35,Medical,Male,Associates Degree,35 - 44,0,Y,STAFF-1645
Divorced,13,1733,36,Marketing,Male,Doctoral Degree,35 - 44,0,Y,STAFF-1733
Single,24,1968,53,Life Sciences,Male,Master's Degree,45 - 54,0,Y,STAFF-1968
Single,2,1862,32,Marketing,Male,Master's Degree,25 - 34,0,Y,STAFF-1862
Single,27,1797,35,Life Sciences,Male,Bachelor's Degree,35 - 44,0,Y,STAFF-1797
Married,21,1821,46,Medical,Female,Associates Degree,45 - 54,0,Y,STAFF-1821
Married,10,1869,46,Life Sciences,Female,Bachelor's Degree,45 - 54,0,Y,STAFF-1869
Single,28,1420,49,Life Sciences,Male,Associates Degree,45 - 54,0,Y,STAFF-1420
Single,2,1458,39,Life Sciences,Female,Bachelor's Degree,35 - 44,0,Y,STAFF-1458
Single,24,1489,34,Medical,Female,Master's Degree,25 - 34,0,Y,STAFF-1489
Single,16,1758,33,Life Sciences,Female,Bachelor's Degree,25 - 34,0,Y,STAFF-1758
Married,16,1905,34,Technical Degree,Male,Master's Degree,25 - 34,0,Y,STAFF-1905
Single,24,1868,29,Life Sciences,Male,Associates Degree,25 - 34,0,Y,STAFF-1868
Single,12,1667,35,Other,Male,Master's Degree,35 - 44,0,Y,STAFF-1667
Single,7,1878,22,Life Sciences,Male,High School,Under 25,0,Y,STAFF-1878
Divorced,7,1702,23,Life Sciences,Male,Bachelor's Degree,Under 25,0,Y,STAFF-1702
